PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID,x2,y2
0029XX Oak Park AV ,3753046,MP 2018 114241,04,4/12/2018 7:15:00 PM,4/8/2018 4:43:00 PM,16:43:00,AUTOTH,Motor Vehicle Theft,08,4/12/2018 2:00:54 AM,15432,44.98793849,-93.31781285,-10388091.4085,5619622.8489,WILLARD - HAY,4/12/2018 6:24:11 AM,4/12/2018 8:00:34 PM,5609,-10388091.4085,5619622.8489
0039XX 1 AV S,3753060,MP 2018 998189,05,4/12/2018 8:47:13 AM,4/11/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,4/12/2018 8:47:13 AM,13479,44.93140263,-93.27662269,-10383506.1412,5610728.6908,KING FIELD,4/12/2018 8:47:16 AM,4/12/2018 8:00:34 PM,5613,-10383506.1412,5610728.6908
0006XX 4 AV S,3753063,MP 2018 998188,01,4/12/2018 9:11:51 AM,3/13/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,4/12/2018 9:11:51 AM,17428,44.97507003,-93.26638587,-10382366.5836,5617597.6256,DOWNTOWN WEST,4/12/2018 9:11:53 AM,4/12/2018 8:00:34 PM,5615,-10382366.5836,5617597.6256
0058XX Columbus AV S,3753093,MP 2018 114823,03,4/12/2018 10:32:00 AM,4/11/2018 6:00:00 PM,18:00:00,AUTOTH,Motor Vehicle Theft,08,4/12/2018 10:32:05 AM,13320,44.89706446,-93.26410832,-10382113.0474,5605330.9235,DIAMOND LAKE,4/12/2018 2:57:03 PM,4/12/2018 8:00:34 PM,5618,-10382113.0474,5605330.9235
0013XX Spruce PL ,3753195,MP 2018 115437,01,4/12/2018 7:22:00 PM,4/7/2018 7:00:00 PM,19:00:00,AUTOTH,Motor Vehicle Theft,08,4/12/2018 7:22:29 PM,17039,44.96932761,-93.2808366,-10383975.2316,5616694.0381,LORING PARK,4/13/2018 6:26:44 AM,4/13/2018 8:00:38 PM,5643,-10383975.2316,5616694.0381
00001X 4 ST S,3753199,MP 2018 115520,01,4/12/2018 7:50:00 PM,4/12/2018 8:45:00 AM,08:45:00,AUTOTH,Motor Vehicle Theft,08,4/12/2018 7:49:29 PM,17114,44.9801245,-93.27057091,-10382832.4593,5618393.0387,DOWNTOWN WEST,4/13/2018 6:27:43 AM,4/13/2018 8:00:38 PM,5645,-10382832.4593,5618393.0387
0026XX University AV SE,3753252,MP 2018 115888,02,4/13/2018 1:28:00 AM,4/12/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,4/13/2018 1:27:45 AM,13302,44.97260866,-93.21930819,-10377125.9196,5617210.3107,PROSPECT PARK - EAST RIVER ROAD,4/13/2018 8:55:30 AM,4/13/2018 8:00:38 PM,5650,-10377125.9196,5617210.3107
0038XX Oakland AV S,3753273,MP 2018 116062,03,4/13/2018 6:05:00 AM,4/13/2018 6:00:00 AM,06:00:00,AUTOTH,Motor Vehicle Theft,08,4/13/2018 6:12:09 AM,11680,44.9332565,-93.26627411,-10382354.1423,5611020.2016,BRYANT,4/13/2018 12:13:53 PM,4/13/2018 8:00:38 PM,5653,-10382354.1423,5611020.2016
0029XX 16 AV S,3753278,MP 2018 116067,03,4/13/2018 8:40:00 AM,4/13/2018 6:52:00 AM,06:52:00,AUTOTH,Motor Vehicle Theft,08,4/13/2018 8:36:53 AM,16438,44.94921509,-93.25122232,-10380678.585,5613529.9824,EAST PHILLIPS,4/13/2018 12:10:33 PM,4/13/2018 8:00:38 PM,5655,-10380678.585,5613529.9824
0052XX Humboldt AV S,3753310,MP 2018 116240,05,4/13/2018 11:50:00 AM,4/12/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,4/13/2018 11:54:06 AM,15934,44.90781735,-93.29847129,-10385938.3159,5607020.8696,LYNNHURST,4/13/2018 12:35:22 PM,4/13/2018 8:00:38 PM,5662,-10385938.3159,5607020.8696
0034XX Dupont AV N,3753328,MP 2018 116197,04,4/13/2018 10:30:00 AM,4/13/2018 4:30:00 AM,04:30:00,AUTOTH,Motor Vehicle Theft,08,4/13/2018 12:45:40 PM,10418,45.01763406,-93.2930697,-10385337.014,5624298.0357,MCKINLEY,4/13/2018 2:08:16 PM,4/13/2018 8:00:38 PM,5664,-10385337.014,5624298.0357
00005X Colfax AV N,3753380,MP 2018 116223,04,4/13/2018 2:30:00 PM,5/23/2015 7:05:00 PM,19:05:00,AUTOTH,Motor Vehicle Theft,08,4/13/2018 2:26:04 PM,17018,44.97801709,-93.29162598,-10385176.2999,5618061.3908,HARRISON,4/13/2018 3:11:01 PM,4/13/2018 8:00:38 PM,5668,-10385176.2999,5618061.3908
0055XX 33 AV S,3760680,MP 2018 155555,03,5/14/2018 7:38:00 PM,5/10/2018 12:01:00 AM,00:01:00,AUTOTH,Motor Vehicle Theft,08,5/14/2018 7:37:14 PM,13001,44.90264503,-93.22435562,-10377687.7972,5606207.9373,WENONAH,5/14/2018 9:09:06 PM,5/15/2018 8:00:33 PM,5682,-10377687.7972,5606207.9373
0029XX Lyndale AV S,3760683,MP 2018 155510,05,5/14/2018 7:52:00 PM,5/14/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,5/14/2018 7:51:34 PM,16764,44.94920528,-93.2880931,-10384783.0206,5613528.438,WHITTIER,5/15/2018 7:15:12 AM,5/15/2018 8:00:33 PM,5685,-10384783.0206,5613528.438
0029XX Bloomington AV S,3760736,MP 2018 155877,03,5/14/2018 11:30:00 PM,5/14/2018 1:00:00 PM,13:00:00,AUTOTH,Motor Vehicle Theft,08,5/14/2018 11:29:24 PM,16859,44.94921546,-93.25249426,-10380820.1765,5613530.0404,EAST PHILLIPS,5/15/2018 6:04:35 AM,5/15/2018 8:00:33 PM,5699,-10380820.1765,5613530.0404
0043XX Newton AV N,3760755,MP 2018 155884,04,5/15/2018 1:15:00 AM,5/9/2018 10:00:00 AM,10:00:00,AUTOTH,Motor Vehicle Theft,08,5/15/2018 1:13:10 AM,19639,45.03441322,-93.30598758,-10386775.025,5626940.7715,VICTORY,5/15/2018 12:43:27 PM,5/15/2018 8:00:33 PM,5703,-10386775.025,5626940.7715
8 ST S / Portland AV S,3760760,MP 2018 155992,01,5/15/2018 2:22:00 AM,5/14/2018 11:30:00 PM,23:30:00,TFMV,Theft From Motr Vehc,07,5/15/2018 2:22:05 AM,,44.97246,-93.26489,-10382200.53,5617187.255,ELLIOT PARK,5/15/2018 6:53:02 AM,5/15/2018 8:00:33 PM,5705,-10382200.53,5617187.255
0005XX 7 ST S,3760762,MP 2018 156024,01,5/15/2018 3:07:00 AM,5/15/2018 1:45:00 AM,01:45:00,TFMV,Theft From Motr Vehc,07,5/15/2018 3:06:47 AM,18594,44.97371229,-93.26475018,-10382184.4989,5617383.9739,ELLIOT PARK,5/15/2018 3:41:56 AM,5/15/2018 8:00:33 PM,5706,-10382184.4989,5617383.9739
0005XX 7 ST S,3760764,MP 2018 156056,01,5/15/2018 3:23:00 AM,5/15/2018 3:23:00 AM,03:23:00,TFMV,Theft From Motr Vehc,07,5/15/2018 3:24:50 AM,18594,44.97371229,-93.26475018,-10382184.4989,5617383.9739,ELLIOT PARK,5/15/2018 8:27:06 AM,5/15/2018 8:00:33 PM,5707,-10382184.4989,5617383.9739
0030XX Tyler ST NE,3760778,MP 2018 156112,02,5/15/2018 7:38:00 AM,5/15/2018 12:01:00 AM,00:01:00,AUTOTH,Motor Vehicle Theft,08,5/15/2018 7:38:05 AM,20930,45.02309627,-93.24606571,-10380104.5532,5625158.2541,AUDUBON PARK,5/15/2018 1:54:03 PM,5/15/2018 8:00:33 PM,5710,-10380104.5532,5625158.2541
0054XX Penn AV S,3760844,MP 2018 997614,05,5/15/2018 11:35:47 AM,5/14/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,5/15/2018 11:35:47 AM,21881,44.90422943,-93.30863551,-10387069.7915,5606456.9497,ARMATAGE,5/15/2018 11:35:52 AM,5/15/2018 8:00:33 PM,5719,-10387069.7915,5606456.9497
0026XX Park AV S,3760865,MP 2018 156360,03,5/15/2018 12:32:00 PM,5/14/2018 7:00:00 PM,19:00:00,AUTOTH,Motor Vehicle Theft,08,5/15/2018 12:31:49 PM,17508,44.95463611,-93.26514633,-10382228.5985,5614382.6956,PHILLIPS WEST,5/15/2018 2:52:27 PM,5/15/2018 8:00:33 PM,5722,-10382228.5985,5614382.6956
0019XX Marshall ST NE,3749665,MP 2018 097536,02,3/27/2018 9:20:00 PM,3/27/2018 5:30:00 PM,17:30:00,TFMV,Theft From Motr Vehc,07,3/27/2018 9:21:56 PM,15276,45.00803595,-93.27169927,-10382958.0679,5622786.6714,BOTTINEAU,3/29/2018 8:00:11 AM,3/29/2018 8:00:33 PM,5734,-10382958.0679,5622786.6714
0004XX Broadway AV W,3749728,MP 2018 098005,04,3/28/2018 5:58:00 AM,3/27/2018 10:00:00 PM,22:00:00,AUTOTH,Motor Vehicle Theft,08,3/28/2018 5:57:40 AM,16690,44.99913277,-93.28529706,-10384471.7669,5621384.9599,HAWTHORNE,3/29/2018 5:58:21 AM,3/29/2018 8:00:33 PM,5735,-10384471.7669,5621384.9599
0037XX Penn AV N,3749808,MP 2018 098417,04,3/28/2018 3:00:00 PM,3/27/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,3/28/2018 3:10:14 PM,10350,45.02318139,-93.30832352,-10387035.0612,5625171.6602,FOLWELL,3/29/2018 6:02:26 AM,3/29/2018 8:00:33 PM,5742,-10387035.0612,5625171.6602
0014XX 5 ST SE,3749815,MP 2018 098420,02,3/28/2018 3:53:00 PM,3/28/2018 3:08:00 PM,15:08:00,AUTOTH,Motor Vehicle Theft,08,3/28/2018 3:52:34 PM,16639,44.98119983,-93.23430434,-10378795.2838,5618562.2692,MARCY HOLMES,3/29/2018 1:36:12 PM,3/29/2018 8:00:33 PM,5743,-10378795.2838,5618562.2692
0049XX Penn AV N,3749835,MP 2018 098561,04,3/28/2018 6:03:00 PM,3/27/2018 11:00:00 PM,23:00:00,TFMV,Theft From Motr Vehc,07,3/28/2018 6:03:05 PM,10093,45.04484821,-93.30925755,-10387139.0371,5628584.6839,SHINGLE CREEK,3/29/2018 6:03:45 AM,3/29/2018 8:00:33 PM,5748,-10387139.0371,5628584.6839
0049XX Penn AV N,3749836,MP 2018 098586,04,3/28/2018 6:23:00 PM,3/27/2018 9:00:00 PM,21:00:00,TFMV,Theft From Motr Vehc,07,3/28/2018 6:22:20 PM,10093,45.04484821,-93.30925755,-10387139.0371,5628584.6839,SHINGLE CREEK,3/29/2018 6:04:06 AM,3/29/2018 8:00:33 PM,5749,-10387139.0371,5628584.6839
0027XX Nicollet AV S,3749867,MP 2018 098842,05,3/28/2018 10:03:00 PM,3/28/2018 6:45:00 PM,18:45:00,TFMV,Theft From Motr Vehc,07,3/28/2018 10:03:09 PM,16211,44.95283963,-93.27789224,-10383647.466,5614100.1039,WHITTIER,3/29/2018 1:40:42 PM,3/29/2018 8:00:33 PM,5757,-10383647.466,5614100.1039
0033XX Hiawatha AV ,3749882,MP 2018 098426,03,3/28/2018 11:23:00 PM,3/28/2018 2:29:00 AM,02:29:00,TFMV,Theft From Motr Vehc,07,3/28/2018 10:49:53 PM,21434,44.94124892,-93.23342844,-10378697.779,5612277.0677,LONGFELLOW,3/29/2018 1:26:29 AM,3/29/2018 8:00:33 PM,5761,-10378697.779,5612277.0677
0051XX Columbus AV S,3749936,MP 2018 099240,03,3/29/2018 8:19:00 AM,3/29/2018 3:11:00 AM,03:11:00,TFMV,Theft From Motr Vehc,07,3/29/2018 8:19:09 AM,12380,44.90976391,-93.26392562,-10382092.7094,5607326.8295,PAGE,3/29/2018 2:48:42 PM,3/29/2018 8:00:33 PM,5767,-10382092.7094,5607326.8295
00001X 1 ST S,3749943,MP 2018 998424,01,3/29/2018 9:20:49 AM,3/28/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,3/29/2018 9:20:49 AM,21309,44.98346009,-93.26591466,-10382314.1285,5618917.9923,DOWNTOWN WEST,3/29/2018 9:20:53 AM,3/29/2018 8:00:33 PM,5768,-10382314.1285,5618917.9923
00003X Barton AV SE,3749945,MP 2018 099291,02,3/29/2018 9:40:00 AM,3/28/2018 9:30:00 PM,21:30:00,AUTOTH,Motor Vehicle Theft,08,3/29/2018 9:38:15 AM,17321,44.96694939,-93.21491313,-10376636.6644,5616319.8436,PROSPECT PARK - EAST RIVER ROAD,3/29/2018 10:30:03 AM,3/29/2018 8:00:33 PM,5770,-10376636.6644,5616319.8436
0035XX Aldrich AV N,3749947,MP 2018 099309,04,3/29/2018 9:51:00 AM,3/21/2018 7:30:00 PM,19:30:00,AUTOTH,Motor Vehicle Theft,08,3/29/2018 9:47:22 AM,10401,45.01941352,-93.28929475,-10384916.7885,5624578.2652,MCKINLEY,3/30/2018 5:54:38 AM,3/30/2018 8:00:34 PM,5771,-10384916.7885,5624578.2652
Broadway AV W / Dupont AV N,3749960,MP 2018 099346,04,3/29/2018 10:51:00 AM,3/3/2018 8:00:00 PM,20:00:00,AUTOTH,Motor Vehicle Theft,08,3/29/2018 10:45:21 AM,,44.99915,-93.29258,-10385283.06,5621387.867,HAWTHORNE,3/29/2018 3:28:20 PM,3/29/2018 8:00:33 PM,5777,-10385283.06,5621387.867
0006XX 4 ST SE,3749963,MP 2018 099327,02,3/29/2018 11:00:00 AM,3/29/2018 12:01:00 AM,00:01:00,TFMV,Theft From Motr Vehc,07,3/29/2018 11:02:55 AM,17980,44.98463834,-93.24619476,-10380118.9187,5619103.432,MARCY HOLMES,3/29/2018 1:53:27 PM,3/29/2018 8:00:33 PM,5778,-10380118.9187,5619103.432
0015XX Monroe ST NE,3749964,MP 2018 099385,02,3/29/2018 11:00:00 AM,3/24/2018 4:00:00 PM,16:00:00,TFMV,Theft From Motr Vehc,07,3/29/2018 11:04:53 AM,15308,45.00409963,-93.25246455,-10380816.8693,5622166.9114,LOGAN PARK,3/29/2018 1:58:40 PM,3/29/2018 8:00:33 PM,5779,-10380816.8693,5622166.9114
0007XX 6 AV SE,3749966,MP 2018 099335,02,3/29/2018 11:30:00 AM,3/29/2018 12:01:00 AM,00:01:00,AUTOTH,Motor Vehicle Theft,08,3/29/2018 11:32:23 AM,14841,44.98835257,-93.24415515,-10379891.8709,5619688.023,MARCY HOLMES,3/29/2018 1:54:46 PM,3/29/2018 8:00:33 PM,5780,-10379891.8709,5619688.023
0033XX Hiawatha AV ,3749987,MP 2018 099528,03,3/29/2018 1:49:00 PM,3/29/2018 12:00:00 PM,12:00:00,AUTOTH,Motor Vehicle Theft,08,3/29/2018 1:49:10 PM,21434,44.94124892,-93.23342844,-10378697.779,5612277.0677,LONGFELLOW,3/29/2018 3:06:02 PM,3/29/2018 8:00:33 PM,5783,-10378697.779,5612277.0677
0006XX Broadway AV W,3750008,MP 2018 099573,04,3/29/2018 2:55:00 PM,3/29/2018 1:45:00 PM,13:45:00,AUTOTH,Motor Vehicle Theft,08,3/29/2018 2:51:46 PM,22647,44.99913516,-93.28682309,-10384641.6445,5621385.3364,HAWTHORNE,3/30/2018 12:24:55 PM,3/30/2018 8:00:34 PM,5789,-10384641.6445,5621385.3364
0003XX 7 ST SE,3750015,MP 2018 998415,02,3/29/2018 3:48:53 PM,3/28/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,3/29/2018 3:48:53 PM,14790,44.98932847,-93.24822829,-10380345.2904,5619841.6285,MARCY HOLMES,3/29/2018 3:48:56 PM,3/29/2018 8:00:33 PM,5792,-10380345.2904,5619841.6285
0008XX 13 AV SE,3750052,MP 2018 099828,02,3/29/2018 6:35:00 PM,3/29/2018 5:57:00 PM,17:57:00,AUTOTH,Motor Vehicle Theft,08,3/29/2018 6:32:50 PM,16832,44.98531447,-93.23374831,-10378733.3871,5619209.8457,MARCY HOLMES,3/30/2018 12:23:39 AM,3/30/2018 8:00:34 PM,5798,-10378733.3871,5619209.8457
0055XX Oliver AV S,3750065,MP 2018 099764,05,3/29/2018 7:35:00 PM,3/27/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,3/29/2018 7:34:51 PM,13805,44.90242637,-93.30737519,-10386929.4937,5606173.573,ARMATAGE,3/30/2018 6:47:53 AM,3/30/2018 8:00:34 PM,5801,-10386929.4937,5606173.573
0052XX 14 AV S,3750078,MP 2018 998413,03,3/29/2018 8:33:07 PM,3/29/2018 12:30:00 AM,00:30:00,TFMV,Theft From Motr Vehc,07,3/29/2018 8:33:07 PM,13357,44.90797405,-93.25499918,-10381099.0221,5607045.5004,HALE,3/30/2018 5:57:09 AM,3/30/2018 8:00:34 PM,5803,-10381099.0221,5607045.5004
16 AV S / 6 ST S,3750099,MP 2018 100158,01,3/29/2018 10:50:00 PM,3/29/2018 8:30:00 PM,20:30:00,TFMV,Theft From Motr Vehc,07,3/29/2018 10:50:09 PM,,44.96861,-93.24964,-10380502.28,5616580.845,CEDAR RIVERSIDE,3/30/2018 10:35:08 AM,3/30/2018 8:00:34 PM,5808,-10380502.28,5616580.845
25 ST E / Elliot AV S,3750102,MP 2018 100140,03,3/29/2018 11:00:00 PM,3/29/2018 10:00:00 PM,22:00:00,AUTOTH,Motor Vehicle Theft,08,3/29/2018 10:58:08 PM,,44.95733,-93.26131,-10381801.48,5614805.82,MIDTOWN PHILLIPS,3/30/2018 5:58:11 AM,3/30/2018 8:00:34 PM,5809,-10381801.48,5614805.82
0020XX Broadway AV W,3750105,MP 2018 100193,04,3/29/2018 11:24:00 PM,3/29/2018 10:54:00 PM,22:54:00,AUTOTH,Motor Vehicle Theft,08,3/29/2018 11:23:46 PM,14753,45.00125875,-93.30562646,-10386734.8259,5621719.6527,JORDAN,3/30/2018 3:23:18 AM,3/30/2018 8:00:34 PM,5810,-10386734.8259,5621719.6527
0003XX Lake ST E,3750113,MP 2018 099998,03,3/30/2018 12:50:00 AM,3/29/2018 7:45:00 PM,19:45:00,AUTOTH,Motor Vehicle Theft,08,3/30/2018 12:38:30 AM,19102,44.94835398,-93.27222526,-10383016.621,5613394.5383,CENTRAL,3/30/2018 8:06:39 AM,3/30/2018 8:00:34 PM,5811,-10383016.621,5613394.5383
0051XX Camden AV N,3750170,MP 2018 100575,04,3/30/2018 9:32:00 AM,3/29/2018 7:30:00 PM,19:30:00,TFMV,Theft From Motr Vehc,07,3/30/2018 9:54:05 AM,10338,45.04842151,-93.28893662,-10384876.9214,5629147.6862,LIND - BOHANON,3/30/2018 10:53:11 AM,3/30/2018 8:00:34 PM,5822,-10384876.9214,5629147.6862
0023XX Seabury AV ,3750189,MP 2018 100647,03,3/30/2018 11:58:00 AM,3/30/2018 9:00:00 AM,09:00:00,TFMV,Theft From Motr Vehc,07,3/30/2018 11:57:42 AM,18431,44.95997514,-93.22184097,-10377407.8681,5615222.5912,SEWARD,3/30/2018 7:16:41 PM,3/30/2018 8:00:34 PM,5829,-10377407.8681,5615222.5912
0027XX University AV SE,3750201,MP 2018 998403,02,3/30/2018 1:13:31 PM,3/29/2018 6:30:00 PM,18:30:00,TFMV,Theft From Motr Vehc,07,3/30/2018 1:13:31 PM,13301,44.97204929,-93.21790755,-10376970.0014,5617122.2911,PROSPECT PARK - EAST RIVER ROAD,3/30/2018 1:13:33 PM,3/30/2018 8:00:34 PM,5832,-10376970.0014,5617122.2911
0014XX Washington AV N,3750202,MP 2018 100734,04,3/30/2018 1:37:00 PM,3/30/2018 12:30:00 PM,12:30:00,TFMV,Theft From Motr Vehc,07,3/30/2018 1:17:35 PM,17672,44.99363453,-93.28150717,-10384049.8791,5620519.4289,NEAR - NORTH,3/30/2018 2:15:09 PM,3/30/2018 8:00:34 PM,5833,-10384049.8791,5620519.4289
0020XX Nicollet AV S,3750205,MP 2018 100757,05,3/30/2018 1:27:00 PM,3/29/2018 9:00:00 PM,21:00:00,TFMV,Theft From Motr Vehc,07,3/30/2018 1:27:27 PM,18036,44.96180077,-93.2778187,-10383639.2801,5615509.8032,WHITTIER,3/30/2018 3:23:53 PM,3/30/2018 8:00:34 PM,5834,-10383639.2801,5615509.8032
0008XX 4 ST SE,3750214,MP 2018 998401,02,3/30/2018 1:45:44 PM,3/29/2018 8:30:00 PM,20:30:00,TFMV,Theft From Motr Vehc,07,3/30/2018 1:45:44 PM,18657,44.98363398,-93.24365922,-10379836.6642,5618945.3599,MARCY HOLMES,3/30/2018 1:45:45 PM,3/30/2018 8:00:34 PM,5837,-10379836.6642,5618945.3599
27 ST W / Lyndale AV S,3750217,MP 2018 100815,05,3/30/2018 1:50:00 PM,3/24/2018 11:00:00 PM,23:00:00,AUTOTH,Motor Vehicle Theft,08,3/30/2018 1:50:39 PM,,44.95374,-93.28805,-10384778.52,5614241.167,WHITTIER,3/30/2018 3:26:00 PM,3/30/2018 8:00:34 PM,5838,-10384778.52,5614241.167
0035XX Upton AV N,3750218,MP 2018 100779,04,3/30/2018 1:45:00 PM,3/30/2018 12:00:00 AM,00:00:00,AUTOTH,Motor Vehicle Theft,08,3/30/2018 1:53:07 PM,10493,45.0195682,-93.31462313,-10387736.3301,5624602.6248,CLEVELAND,3/30/2018 2:20:27 PM,3/30/2018 8:00:34 PM,5839,-10387736.3301,5624602.6248
0033XX 25 ST E,3747163,MP 2018 084222,03,3/16/2018 9:50:00 PM,3/16/2018 6:30:00 PM,18:30:00,TFMV,Theft From Motr Vehc,07,3/16/2018 9:52:06 PM,11528,44.95738404,-93.22321658,-10377560.9997,5614814.9683,SEWARD,3/17/2018 10:30:34 AM,3/17/2018 8:00:32 PM,5853,-10377560.9997,5614814.9683
0033XX 25 ST E,3747170,MP 2018 084261,03,3/16/2018 10:20:00 PM,3/16/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,3/16/2018 10:19:15 PM,11528,44.95738404,-93.22321658,-10377560.9997,5614814.9683,SEWARD,3/17/2018 4:02:56 AM,3/17/2018 8:00:32 PM,5855,-10377560.9997,5614814.9683
0009XX Broadway ST NE,3747253,MP 2018 084741,02,3/17/2018 9:13:00 AM,3/17/2018 7:15:00 AM,07:15:00,TFMV,Theft From Motr Vehc,07,3/17/2018 9:12:39 AM,20101,44.9987036,-93.24544371,-10380035.313,5621317.3975,NORTHEAST PARK,3/17/2018 1:23:58 PM,3/17/2018 8:00:32 PM,5863,-10380035.313,5621317.3975
0012XX Oliver AV N,3747271,MP 2018 084845,04,3/17/2018 12:35:00 PM,3/16/2018 6:00:00 PM,18:00:00,AUTOTH,Motor Vehicle Theft,08,3/17/2018 12:35:24 PM,14970,44.9901472,-93.30698272,-10386885.8038,5619970.4973,NEAR - NORTH,3/17/2018 2:54:47 PM,3/17/2018 8:00:32 PM,5867,-10386885.8038,5619970.4973
0023XX Bryant AV S,3747274,MP 2018 998646,05,3/17/2018 1:11:44 PM,3/16/2018 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,3/17/2018 1:11:44 PM,21969,44.96002171,-93.29055751,-10385057.3578,5615229.9173,LOWRY HILL EAST,3/17/2018 1:11:48 PM,3/17/2018 8:00:32 PM,5868,-10385057.3578,5615229.9173
0036XX Snelling AV S,3753676,MP 2018 118335,03,4/15/2018 6:30:00 PM,4/14/2018 10:00:00 PM,22:00:00,AUTOTH,Motor Vehicle Theft,08,4/15/2018 6:26:35 PM,20668,44.93684673,-93.22762253,-10378051.4679,5611584.7693,HOWE,4/20/2018 6:12:36 AM,4/20/2018 8:00:35 PM,5870,-10378051.4679,5611584.7693
0006XX Lowry AV N,3754198,MP 2018 121476,04,4/18/2018 12:15:00 PM,4/17/2018 4:30:00 PM,16:30:00,TFMV,Theft From Motr Vehc,07,4/18/2018 12:41:59 PM,25904,45.0129579,-93.28721804,-10384685.6093,5623561.6723,HAWTHORNE,4/19/2018 8:56:29 AM,4/19/2018 8:00:32 PM,5872,-10384685.6093,5623561.6723
0046XX Lake ST E,3754348,MP 2018 122098,03,4/18/2018 10:50:00 PM,4/18/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,4/18/2018 10:49:43 PM,14491,44.94835043,-93.20700558,-10375756.4,5613393.9805,COOPER,4/19/2018 12:41:57 PM,4/19/2018 8:00:32 PM,5885,-10375756.4,5613393.9805
0035XX 35 AV S,3754358,MP 2018 122097,03,4/19/2018 12:25:00 AM,4/18/2018 9:25:00 PM,21:25:00,AUTOTH,Motor Vehicle Theft,08,4/19/2018 12:22:47 AM,19766,44.93869726,-93.22166778,-10377388.5886,5611875.7816,HOWE,4/19/2018 5:36:15 AM,4/19/2018 8:00:32 PM,5886,-10377388.5886,5611875.7816
0010XX Logan AV N,3754368,MP 2018 121858,04,4/19/2018 3:39:00 AM,4/18/2018 6:50:00 PM,18:50:00,TFMV,Theft From Motr Vehc,07,4/19/2018 1:08:47 AM,15337,44.98879004,-93.30322104,-10386467.0551,5619756.8802,NEAR - NORTH,4/19/2018 6:29:29 AM,4/19/2018 8:00:32 PM,5889,-10386467.0551,5619756.8802
0004XX 7 AV SE,3754379,MP 2018 122301,02,4/19/2018 2:42:00 AM,4/18/2018 5:30:00 PM,17:30:00,AUTOTH,Motor Vehicle Theft,08,4/19/2018 2:38:00 AM,20818,44.98485046,-93.24510888,-10379998.0399,5619136.8159,MARCY HOLMES,4/19/2018 9:00:54 AM,4/19/2018 8:00:32 PM,5890,-10379998.0399,5619136.8159
53 ST W / Washburn AV S,3754402,MP 2018 122429,05,4/19/2018 8:31:00 AM,4/18/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,4/19/2018 8:30:55 AM,,44.90703,-93.31756,-10388062.98,5606896.512,FULTON,4/19/2018 2:13:51 PM,4/19/2018 8:00:32 PM,5896,-10388062.98,5606896.512
0038XX Aldrich AV N,3754445,MP 2018 122577,04,4/19/2018 11:46:00 AM,4/18/2018 9:30:00 PM,21:30:00,AUTOTH,Motor Vehicle Theft,08,4/19/2018 11:32:56 AM,10364,45.02484504,-93.28933174,-10384920.9057,5625433.6777,WEBBER - CAMDEN,4/19/2018 2:44:30 PM,4/19/2018 8:00:32 PM,5901,-10384920.9057,5625433.6777
0023XX 25 ST E,3754472,MP 2018 122640,03,4/19/2018 12:57:00 PM,4/19/2018 11:00:00 AM,11:00:00,TFMV,Theft From Motr Vehc,07,4/19/2018 12:56:36 PM,17232,44.9573568,-93.23851711,-10379264.2466,5614810.6827,SEWARD,4/19/2018 7:09:17 PM,4/19/2018 8:00:32 PM,5906,-10379264.2466,5614810.6827
0054XX 13 AV S,3754525,MP 2018 998096,03,4/19/2018 4:07:22 PM,4/11/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,4/19/2018 4:07:22 PM,14458,44.90435005,-93.25631504,-10381245.5034,5606475.9076,HALE,4/19/2018 4:07:28 PM,4/19/2018 8:00:32 PM,5910,-10381245.5034,5606475.9076
0011XX 22 ST W,3754528,MP 2018 122849,05,4/19/2018 5:00:00 PM,4/19/2018 3:25:00 PM,15:25:00,AUTOTH,Motor Vehicle Theft,08,4/19/2018 4:12:37 PM,17083,44.96091889,-93.2937258,-10385410.0505,5615371.0629,EAST ISLES,4/20/2018 6:48:24 AM,4/20/2018 8:00:35 PM,5912,-10385410.0505,5615371.0629
0033XX Lyndale AV S,3754537,MP 2018 998095,05,4/19/2018 4:57:04 PM,4/18/2018 5:15:00 PM,17:15:00,TFMV,Theft From Motr Vehc,07,4/19/2018 4:57:04 PM,21561,44.94211025,-93.28816187,-10384790.6759,5612412.5299,CARAG,4/19/2018 4:57:07 PM,4/19/2018 8:00:32 PM,5915,-10384790.6759,5612412.5299
