PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID,x2,y2
0035XX Colfax AV S,3764396,MP 2018 174448,05,5/28/2018 6:08:00 PM,4/29/2018 4:58:00 PM,16:58:00,AUTOTH,Motor Vehicle Theft,08,5/28/2018 6:15:48 PM,13097,44.93859937,-93.29202487,-10385220.7037,5611860.3868,CARAG,5/29/2018 7:23:31 AM,5/29/2018 8:00:32 PM,5348,-10385220.7037,5611860.3868
0021XX Portland AV S,3764409,MP 2018 174558,03,5/28/2018 8:03:00 PM,5/28/2018 1:00:00 PM,13:00:00,TFMV,Theft From Motr Vehc,07,5/28/2018 8:02:36 PM,17497,44.9617931,-93.26765969,-10382508.3841,5615508.5958,VENTURA VILLAGE,5/29/2018 5:54:15 AM,5/29/2018 8:00:32 PM,5351,-10382508.3841,5615508.5958
0021XX River PK W,3764421,MP 2018 174445,01,5/28/2018 8:32:00 PM,5/28/2018 4:56:00 PM,16:56:00,TFMV,Theft From Motr Vehc,07,5/28/2018 8:31:25 PM,21116,44.96177212,-93.223592,-10377602.7914,5615505.2958,SEWARD,5/29/2018 12:04:16 AM,5/29/2018 8:00:32 PM,5354,-10377602.7914,5615505.2958
0020XX Pillsbury AV S,3764424,MP 2018 174535,05,5/28/2018 8:54:00 PM,5/28/2018 4:00:00 PM,16:00:00,AUTOTH,Motor Vehicle Theft,08,5/28/2018 8:54:17 PM,16780,44.96179868,-93.28125485,-10384021.7901,5615509.4733,WHITTIER,5/29/2018 7:25:11 AM,5/29/2018 8:00:32 PM,5355,-10384021.7901,5615509.4733
0030XX 11 AV S,3764433,MP 2018 997351,03,5/28/2018 9:20:02 PM,5/25/2018 11:00:00 PM,23:00:00,TFMV,Theft From Motr Vehc,07,5/28/2018 9:20:02 PM,11953,44.94745164,-93.25884673,-10381527.3302,5613252.6121,POWDERHORN PARK,5/29/2018 5:50:30 AM,5/29/2018 8:00:32 PM,5356,-10381527.3302,5613252.6121
11 AV S / 35 ST E,3764508,MP 2018 175100,03,5/29/2018 4:48:00 AM,5/29/2018 3:49:00 AM,03:49:00,AUTOTH,Motor Vehicle Theft,08,5/29/2018 4:45:38 AM,,44.93956,-93.25876,-10381518.21,5612010.859,POWDERHORN PARK,5/29/2018 9:45:22 AM,5/29/2018 8:00:32 PM,5367,-10381518.21,5612010.859
0037XX Morgan AV N,3764511,MP 2018 175112,04,5/29/2018 5:35:00 AM,5/29/2018 12:30:00 AM,00:30:00,AUTOTH,Motor Vehicle Theft,08,5/29/2018 5:36:18 AM,10244,45.02314968,-93.30450531,-10386610.0195,5625166.666,FOLWELL,5/29/2018 5:35:36 PM,5/29/2018 8:00:32 PM,5368,-10386610.0195,5625166.666
0033XX Stevens AV S,3764533,MP 2018 175210,05,5/29/2018 8:30:00 AM,3/21/2018 3:00:00 PM,15:00:00,TFMV,Theft From Motr Vehc,07,5/29/2018 8:51:35 AM,18334,44.94225437,-93.27535711,-10383365.2569,5612435.1954,LYNDALE,5/29/2018 2:39:37 PM,5/29/2018 8:00:32 PM,5373,-10383365.2569,5612435.1954
0003XX 15 ST W,3764538,MP 2018 997348,99,5/29/2018 9:04:42 AM,5/28/2018 11:00:00 AM,11:00:00,TFMV,Theft From Motr Vehc,07,5/29/2018 9:04:42 AM,15120,44.96799446,-93.28398089,-10384325.2518,5616484.2751,LORING PARK,5/29/2018 9:04:47 AM,5/29/2018 8:00:32 PM,5376,-10384325.2518,5616484.2751
0034XX 16 AV S,3764544,MP 2018 997347,03,5/29/2018 9:38:04 AM,5/29/2018 12:01:00 AM,00:01:00,TFMV,Theft From Motr Vehc,07,5/29/2018 9:38:04 AM,19304,44.94044823,-93.25117492,-10380673.3084,5612151.1465,POWDERHORN PARK,5/29/2018 1:16:46 PM,5/29/2018 8:00:32 PM,5379,-10380673.3084,5612151.1465
0029XX 3 AV S,3764602,MP 2018 175312,03,5/29/2018 10:45:00 AM,5/26/2018 8:00:00 PM,20:00:00,AUTOTH,Motor Vehicle Theft,08,5/29/2018 11:09:33 AM,17060,44.94921221,-93.27283796,-10383084.8265,5613529.528,PHILLIPS WEST,5/29/2018 4:27:46 PM,5/29/2018 8:00:32 PM,5381,-10383084.8265,5613529.528
0004XX 5 AV NE,3764603,MP 2018 997342,02,5/29/2018 11:12:18 AM,5/28/2018 1:00:00 AM,01:00:00,TFMV,Theft From Motr Vehc,07,5/29/2018 11:12:18 AM,20972,44.99434239,-93.25808082,-10381442.0697,5620630.8557,ST. ANTHONY EAST,5/29/2018 11:12:23 AM,5/29/2018 8:00:32 PM,5382,-10381442.0697,5620630.8557
21 AV N / Lyndale AV N,3764605,MP 2018 175292,04,5/29/2018 11:25:00 AM,5/29/2018 10:00:00 AM,10:00:00,AUTOTH,Motor Vehicle Theft,08,5/29/2018 11:22:49 AM,,45.00023,-93.28799,-10384771.38,5621558.122,HAWTHORNE,5/29/2018 2:08:03 PM,5/29/2018 8:00:32 PM,5383,-10384771.38,5621558.122
0021XX Sheridan AV N,3764613,MP 2018 997337,04,5/29/2018 12:19:33 PM,5/29/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,5/29/2018 12:19:33 PM,22266,45.00138462,-93.31205134,-10387450.0402,5621739.4685,WILLARD - HAY,5/29/2018 12:20:05 PM,5/29/2018 8:00:32 PM,5384,-10387450.0402,5621739.4685
MARQUETTE AV  / 9 ST S,3764614,MP 2018 997336,99,5/29/2018 12:21:38 PM,5/29/2018 11:40:00 AM,11:40:00,TFMV,Theft From Motr Vehc,07,5/29/2018 12:21:38 PM,,44.97439,-93.27251,-10383048.62,5617490.569,DOWNTOWN WEST,5/29/2018 12:21:40 PM,5/29/2018 8:00:32 PM,5385,-10383048.62,5617490.569
0007XX 10 ST S,3764615,MP 2018 997335,01,5/29/2018 12:24:06 PM,5/28/2018 2:30:00 AM,02:30:00,TFMV,Theft From Motr Vehc,07,5/29/2018 12:24:06 PM,17438,44.96954004,-93.26418735,-10382121.8448,5616727.4623,ELLIOT PARK,5/29/2018 12:24:12 PM,5/29/2018 8:00:32 PM,5386,-10382121.8448,5616727.4623
0037XX MINNEHAHA AV ,3764631,MP 2018 997332,03,5/29/2018 1:16:57 PM,5/27/2018 12:30:00 PM,12:30:00,TFMV,Theft From Motr Vehc,07,5/29/2018 1:16:57 PM,21190,44.93495102,-93.22448623,-10377702.3364,5611286.6615,HOWE,5/29/2018 4:27:20 PM,5/29/2018 8:00:32 PM,5389,-10377702.3364,5611286.6615
0030XX Bloomington AV S,3764635,MP 2018 175482,03,5/29/2018 1:30:00 PM,5/29/2018 12:40:00 PM,12:40:00,TFMV,Theft From Motr Vehc,07,5/29/2018 1:28:19 PM,11966,44.94745951,-93.25249488,-10380820.2448,5613253.8505,POWDERHORN PARK,5/29/2018 4:31:55 PM,5/29/2018 8:00:32 PM,5390,-10380820.2448,5613253.8505
0023XX 17 AV S,3763541,MP 2018 170116,03,5/25/2018 6:30:00 AM,5/25/2018 5:00:00 AM,05:00:00,AUTOTH,Motor Vehicle Theft,08,5/25/2018 6:30:27 AM,21480,44.96003386,-93.24984928,-10380525.7384,5615231.8288,VENTURA VILLAGE,5/26/2018 5:02:32 AM,5/26/2018 8:00:33 PM,5403,-10380525.7384,5615231.8288
0026XX Central AV NE,3763702,MP 2018 170702,02,5/25/2018 6:29:00 PM,5/25/2018 5:17:00 PM,17:17:00,TFMV,Theft From Motr Vehc,07,5/25/2018 6:28:05 PM,21554,45.01586846,-93.24734023,-10380246.4321,5624019.9959,HOLLAND,5/25/2018 11:02:03 PM,5/26/2018 8:00:33 PM,5407,-10380246.4321,5624019.9959
0006XX 18 ST E,3763773,MP 2018 171353,03,5/26/2018 1:48:00 AM,5/26/2018 12:45:00 AM,00:45:00,TFMV,Theft From Motr Vehc,07,5/26/2018 1:47:34 AM,16820,44.96521177,-93.26638417,-10382366.3939,5616046.4535,VENTURA VILLAGE,5/26/2018 5:01:02 AM,5/26/2018 8:00:33 PM,5418,-10382366.3939,5616046.4535
0036XX Morgan AV N,3763846,MP 2018 171586,04,5/26/2018 8:17:00 AM,1/26/2018 8:06:00 AM,08:06:00,AUTOTH,Motor Vehicle Theft,08,5/26/2018 8:16:44 AM,10345,45.02133959,-93.30446986,-10386606.0736,5624881.5941,FOLWELL,5/26/2018 9:22:56 AM,5/26/2018 8:00:33 PM,5421,-10386606.0736,5624881.5941
0011XX 17 AV SE,3763860,MP 2018 171660,02,5/26/2018 10:20:00 AM,5/25/2018 11:00:00 PM,23:00:00,AUTOTH,Motor Vehicle Theft,08,5/26/2018 10:20:09 AM,19549,44.990518,-93.22821268,-10378117.163,5620028.8625,COMO,5/26/2018 11:19:46 AM,5/26/2018 8:00:33 PM,5424,-10378117.163,5620028.8625
0041XX Bryant AV N,3763864,MP 2018 171693,04,5/26/2018 10:48:00 AM,5/23/2018 7:00:00 PM,19:00:00,AUTOTH,Motor Vehicle Theft,08,5/26/2018 10:47:24 AM,22757,45.03044481,-93.29064606,-10385067.2154,5626315.6721,WEBBER - CAMDEN,5/26/2018 11:03:16 AM,5/26/2018 8:00:33 PM,5425,-10385067.2154,5626315.6721
0007XX 7 ST SE,3763882,MP 2018 171787,02,5/26/2018 1:00:00 PM,5/25/2018 1:00:00 AM,01:00:00,AUTOTH,Motor Vehicle Theft,08,5/26/2018 12:57:05 PM,17787,44.98702994,-93.24246064,-10379703.2393,5619479.8471,MARCY HOLMES,5/26/2018 1:56:41 PM,5/26/2018 8:00:33 PM,5433,-10379703.2393,5619479.8471
0034XX 17 AV S,3763884,MP 2018 997388,03,5/26/2018 1:33:40 PM,5/25/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,5/26/2018 1:33:40 PM,11635,44.94044367,-93.24990515,-10380531.9582,5612150.4288,POWDERHORN PARK,5/26/2018 1:33:45 PM,5/26/2018 8:00:33 PM,5434,-10380531.9582,5612150.4288
5TH AV  / 24 ST E,3763886,MP 2018 997387,99,5/26/2018 1:35:07 PM,5/17/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,5/26/2018 1:35:07 PM,,44.9592,-93.26898,-10382655.5,5615101.012,PHILLIPS WEST,5/26/2018 1:35:08 PM,5/26/2018 8:00:33 PM,5435,-10382655.5,5615101.012
4 AV S / Lake ST E,3759868,MP 2018 151445,03,5/11/2018 11:00:00 AM,5/11/2018 10:12:00 AM,10:12:00,TFMV,Theft From Motr Vehc,07,5/11/2018 10:48:33 AM,,44.94835,-93.2703,-10382802.61,5613394.195,PHILLIPS WEST,6/1/2018 7:38:55 AM,6/1/2018 8:00:34 PM,5440,-10382802.61,5613394.195
Lake ST E / Park AV S,3760677,MP 2018 155542,03,5/14/2018 7:25:00 PM,5/13/2018 8:00:00 AM,08:00:00,TFMV,Theft From Motr Vehc,07,5/14/2018 7:23:42 PM,,44.94835,-93.26522,-10382237.23,5613394.662,CENTRAL,5/31/2018 6:41:13 AM,5/31/2018 8:00:32 PM,5441,-10382237.23,5613394.662
0034XX Columbus AV S,3764804,MP 2018 176539,03,5/30/2018 5:00:00 AM,5/29/2018 11:15:00 PM,23:15:00,AUTOTH,Motor Vehicle Theft,08,5/30/2018 5:34:04 AM,12071,44.94046922,-93.2638414,-10382083.3343,5612154.4472,CENTRAL,5/31/2018 6:43:00 AM,5/31/2018 8:00:32 PM,5444,-10382083.3343,5612154.4472
0019XX Oliver AV N,3764931,MP 2018 176934,04,5/30/2018 1:15:00 PM,5/28/2018 1:00:00 PM,13:00:00,AUTOTH,Motor Vehicle Theft,08,5/30/2018 1:13:20 PM,14754,44.99966601,-93.30694882,-10386882.0306,5621468.906,WILLARD - HAY,5/31/2018 5:55:30 AM,5/31/2018 8:00:32 PM,5447,-10386882.0306,5621468.906
0019XX Sharon AV SE,3764990,MP 2018 177159,02,5/30/2018 6:00:00 PM,5/30/2018 6:00:00 AM,06:00:00,AUTOTH,Motor Vehicle Theft,08,5/30/2018 5:47:56 PM,10313,44.96272255,-93.21215866,-10376330.0379,5615654.8217,PROSPECT PARK - EAST RIVER ROAD,5/31/2018 7:06:09 AM,5/31/2018 8:00:32 PM,5455,-10376330.0379,5615654.8217
0034XX Bloomington AV S,3765026,MP 2018 177375,03,5/30/2018 8:49:00 PM,5/29/2018 1:45:00 PM,13:45:00,TFMV,Theft From Motr Vehc,07,5/30/2018 8:40:21 PM,19593,44.94044957,-93.2524401,-10380814.1472,5612151.3562,POWDERHORN PARK,5/31/2018 12:20:18 AM,5/31/2018 8:00:32 PM,5459,-10380814.1472,5612151.3562
2 AV N / 4 ST N,3765106,MP 2018 177941,01,5/31/2018 2:09:00 AM,5/31/2018 1:00:00 AM,01:00:00,AUTOTH,Motor Vehicle Theft,08,5/31/2018 2:08:48 AM,,44.98205,-93.27369,-10383179.94,5618696.632,DOWNTOWN WEST,5/31/2018 8:47:55 AM,5/31/2018 8:00:32 PM,5468,-10383179.94,5618696.632
31 ST W / Blaisdell AV S,3765122,MP 2018 178026,05,5/31/2018 5:40:00 AM,5/31/2018 4:10:00 AM,04:10:00,TFMV,Theft From Motr Vehc,07,5/31/2018 5:40:07 AM,,44.94659,-93.2797,-10383848.59,5613117.413,LYNDALE,5/31/2018 8:58:15 AM,5/31/2018 8:00:32 PM,5471,-10383848.59,5613117.413
0034XX Fremont AV S,3765129,MP 2018 178068,05,5/31/2018 7:38:00 AM,5/30/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,5/31/2018 7:38:21 AM,20421,44.94041962,-93.29582194,-10385643.3918,5612146.6462,CARAG,5/31/2018 12:34:36 PM,5/31/2018 8:00:32 PM,5474,-10385643.3918,5612146.6462
0015XX Plymouth AV N,3765132,MP 2018 178114,04,5/31/2018 8:15:00 AM,5/30/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,5/31/2018 8:26:31 AM,15937,44.99149757,-93.30007128,-10386116.4262,5620183.0518,NEAR - NORTH,6/1/2018 8:36:23 AM,6/1/2018 8:00:34 PM,5475,-10386116.4262,5620183.0518
0057XX 42 AV S,3765134,MP 2018 997296,03,5/31/2018 8:37:18 AM,5/30/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,5/31/2018 8:37:18 AM,16400,44.89928975,-93.21275334,-10376396.237,5605680.6286,MORRIS PARK,5/31/2018 8:37:22 AM,5/31/2018 8:00:32 PM,5476,-10376396.237,5605680.6286
0015XX Washington AV S,3765137,MP 2018 997295,01,5/31/2018 9:00:03 AM,5/25/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,5/31/2018 9:00:03 AM,25439,44.97308385,-93.24771902,-10380288.5986,5617285.0834,CEDAR RIVERSIDE,5/31/2018 9:00:09 AM,5/31/2018 8:00:32 PM,5477,-10380288.5986,5617285.0834
00001X 4 ST N,3765143,MP 2018 178151,01,5/31/2018 9:44:00 AM,5/31/2018 9:13:00 AM,09:13:00,AUTOTH,Motor Vehicle Theft,08,5/31/2018 9:44:20 AM,17119,44.98083264,-93.27195951,-10382987.0377,5618504.4818,DOWNTOWN WEST,5/31/2018 2:21:46 PM,5/31/2018 8:00:32 PM,5479,-10382987.0377,5618504.4818
0017XX Morgan AV N,3765148,MP 2018 178192,04,5/31/2018 10:00:00 AM,5/31/2018 9:15:00 AM,09:15:00,TFMV,Theft From Motr Vehc,07,5/31/2018 10:08:05 AM,22229,44.99687474,-93.30444061,-10386602.8177,5621029.4908,WILLARD - HAY,6/1/2018 8:37:00 AM,6/1/2018 8:00:34 PM,5480,-10386602.8177,5621029.4908
0030XX Elliot AV S,3765152,MP 2018 178196,03,5/31/2018 10:30:00 AM,5/31/2018 12:00:00 AM,00:00:00,AUTOTH,Motor Vehicle Theft,08,5/31/2018 10:26:44 AM,11950,44.94745217,-93.26139259,-10381810.7337,5613252.6959,POWDERHORN PARK,5/31/2018 1:51:57 PM,5/31/2018 8:00:32 PM,5481,-10381810.7337,5613252.6959
0024XX 38 ST E,3765159,MP 2018 178191,03,5/31/2018 10:46:00 AM,5/31/2018 9:30:00 AM,09:30:00,TFMV,Theft From Motr Vehc,07,5/31/2018 10:46:03 AM,11687,44.93411183,-93.23655719,-10379046.0693,5611154.6994,STANDISH,5/31/2018 1:43:56 PM,5/31/2018 8:00:32 PM,5482,-10379046.0693,5611154.6994
0013XX 7 ST SE,3765268,MP 2018 997280,02,5/31/2018 4:41:03 PM,5/26/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,5/31/2018 4:41:03 PM,16596,44.98370707,-93.23412531,-10378775.3542,5618956.8619,MARCY HOLMES,5/31/2018 4:41:07 PM,5/31/2018 8:00:32 PM,5503,-10378775.3542,5618956.8619
0037XX 50 ST W,3765275,MP 2018 997278,05,5/31/2018 5:53:52 PM,5/31/2018 4:50:00 PM,16:50:00,TFMV,Theft From Motr Vehc,07,5/31/2018 5:53:52 PM,22122,44.91251638,-93.32712706,-10389128.2615,5607759.4787,FULTON,5/31/2018 5:53:53 PM,5/31/2018 8:00:32 PM,5506,-10389128.2615,5607759.4787
0048XX Chicago AV S,3765285,MP 2018 178757,03,5/31/2018 7:15:00 PM,5/29/2018 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,5/31/2018 6:40:38 PM,13939,44.91520327,-93.262634,-10381948.9268,5608181.8407,FIELD,6/1/2018 6:41:39 AM,6/1/2018 8:00:34 PM,5510,-10381948.9268,5608181.8407
0040XX Lyndale AV S,3765299,MP 2018 178832,05,5/31/2018 7:41:00 PM,5/31/2018 5:42:00 PM,17:42:00,TFMV,Theft From Motr Vehc,07,5/31/2018 7:39:59 PM,19257,44.92952741,-93.28827012,-10384802.727,5610433.8332,EAST HARRIET,5/31/2018 10:05:08 PM,6/1/2018 8:00:34 PM,5513,-10384802.727,5610433.8332
0018XX Lake ST E,3765316,MP 2018 178852,03,5/31/2018 9:25:00 PM,5/31/2018 11:59:00 AM,11:59:00,AUTOTH,Motor Vehicle Theft,08,5/31/2018 9:24:43 PM,21925,44.94837021,-93.24804949,-10380325.3862,5613397.0915,EAST PHILLIPS,6/1/2018 6:41:55 AM,6/1/2018 8:00:34 PM,5517,-10380325.3862,5613397.0915
0034XX 38 ST E,3765407,MP 2018 179561,03,6/1/2018 8:53:00 AM,5/31/2018 7:30:00 PM,19:30:00,AUTOTH,Motor Vehicle Theft,08,6/1/2018 8:53:13 AM,12472,44.93417676,-93.22230891,-10377459.9586,5611164.9092,HOWE,6/1/2018 2:46:15 PM,6/1/2018 8:00:34 PM,5527,-10377459.9586,5611164.9092
0026XX OAKLAND AV ,3765408,MP 2018 997271,03,6/1/2018 8:57:37 AM,5/31/2018 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,6/1/2018 8:57:37 AM,15522,44.95463654,-93.26640769,-10382369.0118,5614382.7634,PHILLIPS WEST,6/1/2018 10:01:55 AM,6/1/2018 8:00:34 PM,5528,-10382369.0118,5614382.7634
0045XX 31 AV S,3765412,MP 2018 997269,03,6/1/2018 9:06:46 AM,5/31/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,6/1/2018 9:06:46 AM,21203,44.9205487,-93.22706658,-10377989.5801,5609022.1648,ERICSSON,6/1/2018 10:01:16 AM,6/1/2018 8:00:34 PM,5530,-10377989.5801,5609022.1648
0026XX PORTLAND AV ,3765418,MP 2018 997268,03,6/1/2018 9:36:03 AM,5/31/2018 9:00:00 PM,21:00:00,TFMV,Theft From Motr Vehc,07,6/1/2018 9:36:03 AM,16977,44.95462876,-93.26768105,-10382510.7617,5614381.5386,PHILLIPS WEST,6/1/2018 10:01:08 AM,6/1/2018 8:00:34 PM,5531,-10382510.7617,5614381.5386
0049XX 32 AV S,3765425,MP 2018 179622,03,6/1/2018 10:13:00 AM,5/31/2018 12:00:00 PM,12:00:00,TFMV,Theft From Motr Vehc,07,6/1/2018 10:09:15 AM,12915,44.91351422,-93.22568675,-10377835.9781,5607916.3311,KEEWAYDIN,6/1/2018 2:37:02 PM,6/1/2018 8:00:34 PM,5534,-10377835.9781,5607916.3311
0026XX Franklin AV E,3765438,MP 2018 179701,03,6/1/2018 11:55:00 AM,6/1/2018 11:05:00 AM,11:05:00,TFMV,Theft From Motr Vehc,07,6/1/2018 11:54:36 AM,15161,44.96276256,-93.23378076,-10378736.9991,5615661.1174,SEWARD,6/1/2018 2:46:44 PM,6/1/2018 8:00:34 PM,5538,-10378736.9991,5615661.1174
0050XX 30 AV S,3765448,MP 2018 179776,03,6/1/2018 1:25:00 PM,5/31/2018 9:00:00 PM,21:00:00,TFMV,Theft From Motr Vehc,07,6/1/2018 1:25:00 PM,12928,44.91168765,-93.22968408,-10378280.9581,5607629.2126,KEEWAYDIN,6/1/2018 2:55:34 PM,6/1/2018 8:00:34 PM,5542,-10378280.9581,5607629.2126
0025XX Penn AV N,3765458,MP 2018 997259,99,6/1/2018 2:01:22 PM,5/29/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,6/1/2018 2:01:22 PM,20609,45.00557177,-93.30820797,-10387022.1986,5622398.6905,JORDAN,6/1/2018 2:01:23 PM,6/1/2018 8:00:34 PM,5544,-10387022.1986,5622398.6905
0003XX 7 AV N,3757412,MP 2018 138018,01,5/1/2018 8:19:00 PM,5/1/2018 12:00:00 PM,12:00:00,TFMV,Theft From Motr Vehc,07,5/1/2018 8:19:06 PM,16914,44.98619968,-93.27836561,-10383700.1621,5619349.1701,NORTH LOOP,5/2/2018 2:23:20 AM,5/2/2018 8:00:31 PM,5556,-10383700.1621,5619349.1701
0024XX 2 ST N,3757433,MP 2018 137885,04,5/1/2018 9:57:00 PM,4/29/2018 12:00:00 PM,12:00:00,AUTOTH,Motor Vehicle Theft,08,5/1/2018 9:56:40 PM,13719,45.00478744,-93.2802184,-10383906.4139,5622275.2019,HAWTHORNE,5/2/2018 1:56:27 PM,5/2/2018 8:00:31 PM,5559,-10383906.4139,5622275.2019
0042XX Nicollet AV S,3757490,MP 2018 138575,05,5/2/2018 7:21:00 AM,5/1/2018 8:01:00 AM,08:01:00,TFMV,Theft From Motr Vehc,07,5/2/2018 8:37:05 AM,14118,44.92597022,-93.27793027,-10383651.6994,5609874.532,KING FIELD,5/2/2018 2:34:14 PM,5/2/2018 8:00:31 PM,5564,-10383651.6994,5609874.532
0043XX 18 AV S,3757497,MP 2018 138569,03,5/2/2018 8:50:00 AM,5/1/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,5/2/2018 8:41:01 AM,12337,44.92423297,-93.24857815,-10380384.2366,5609601.3945,NORTHROP,5/2/2018 10:17:51 AM,5/2/2018 8:00:31 PM,5565,-10380384.2366,5609601.3945
0002XX 12 AV N,3757500,MP 2018 997884,01,5/2/2018 8:45:52 AM,5/1/2018 12:00:00 PM,12:00:00,TFMV,Theft From Motr Vehc,07,5/2/2018 8:45:52 AM,17179,44.9909043,-93.28193783,-10384097.8196,5620089.6674,NORTH LOOP,5/2/2018 8:45:58 AM,5/2/2018 8:00:31 PM,5566,-10384097.8196,5620089.6674
0025XX Clinton AV S,3757508,MP 2018 138605,05,5/2/2018 9:00:00 AM,5/1/2018 10:00:00 PM,22:00:00,AUTOTH,Motor Vehicle Theft,08,5/2/2018 8:55:27 AM,21239,44.95642768,-93.27149314,-10382935.1223,5614664.523,WHITTIER,5/2/2018 2:35:02 PM,5/2/2018 8:00:31 PM,5567,-10382935.1223,5614664.523
0025XX Monroe ST NE,3757548,MP 2018 138655,02,5/2/2018 10:15:00 AM,5/1/2018 8:30:00 PM,20:30:00,AUTOTH,Motor Vehicle Theft,08,5/2/2018 10:15:44 AM,11307,45.0140675,-93.25244139,-10380814.2904,5623736.3986,HOLLAND,5/2/2018 1:23:43 PM,5/2/2018 8:00:31 PM,5568,-10380814.2904,5623736.3986
0046XX Chowen AV S,3757553,MP 2018 138628,05,5/2/2018 10:30:00 AM,5/1/2018 5:00:00 PM,17:00:00,AUTOTH,Motor Vehicle Theft,08,5/2/2018 10:30:29 AM,14193,44.91881787,-93.325499,-10388947.0265,5608750.0626,LINDEN HILLS,5/2/2018 3:30:44 PM,5/2/2018 8:00:31 PM,5571,-10388947.0265,5608750.0626
0033XX Emerson AV S,3757622,MP 2018 997871,05,5/2/2018 3:42:36 PM,4/29/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,5/2/2018 3:42:36 PM,14084,44.94211651,-93.29453014,-10385499.5889,5612413.5137,CARAG,5/2/2018 3:42:41 PM,5/2/2018 8:00:31 PM,5578,-10385499.5889,5612413.5137
3 AV S / Lake ST E,3749804,MP 2018 098401,03,3/28/2018 2:15:00 PM,3/27/2018 3:00:00 PM,15:00:00,TFMV,Theft From Motr Vehc,07,3/28/2018 2:57:25 PM,,44.94835,-93.27285,-10383086.65,5613394.656,PHILLIPS WEST,4/12/2018 2:50:57 PM,4/12/2018 8:00:34 PM,5580,-10383086.65,5613394.656
0008XX 19 AV SE,3752947,MP 2018 114008,02,4/11/2018 3:40:00 PM,4/8/2018 10:00:00 PM,22:00:00,AUTOTH,Motor Vehicle Theft,08,4/11/2018 3:45:15 PM,16934,44.98515177,-93.22558261,-10377824.3854,5619184.239,COMO,4/12/2018 7:25:35 AM,4/12/2018 8:00:34 PM,5589,-10377824.3854,5619184.239
0009XX Broadway AV W,3752979,MP 2018 114004,04,4/11/2018 6:23:00 PM,4/11/2018 3:33:00 PM,15:33:00,AUTOTH,Motor Vehicle Theft,08,4/11/2018 6:22:19 PM,15960,44.99914804,-93.29181556,-10385197.4033,5621387.3639,HAWTHORNE,4/11/2018 11:45:44 PM,4/12/2018 8:00:34 PM,5592,-10385197.4033,5621387.3639
0046XX 46 AV S,3752980,MP 2018 114016,03,4/11/2018 6:26:00 PM,4/11/2018 3:45:00 PM,15:45:00,TFMV,Theft From Motr Vehc,07,4/11/2018 6:25:22 PM,23510,44.91642179,-93.20611306,-10375657.0451,5608373.3896,HIAWATHA,4/12/2018 12:37:06 PM,4/12/2018 8:00:34 PM,5593,-10375657.0451,5608373.3896
0051XX Queen AV N,3752989,MP 2018 114187,04,4/11/2018 7:45:00 PM,4/9/2018 7:00:00 PM,19:00:00,AUTOTH,Motor Vehicle Theft,08,4/11/2018 7:16:02 PM,10067,45.0485005,-93.31060049,-10387288.5318,5629160.1317,SHINGLE CREEK,4/12/2018 6:23:49 AM,4/12/2018 8:00:34 PM,5595,-10387288.5318,5629160.1317
0011XX Washington AV S,3753002,MP 2018 114346,01,4/11/2018 9:50:00 PM,4/11/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,4/11/2018 9:50:07 PM,19537,44.9750507,-93.2525184,-10380822.8631,5617594.5842,DOWNTOWN EAST,4/12/2018 6:38:43 AM,4/12/2018 8:00:34 PM,5598,-10380822.8631,5617594.5842
Dowling AV N / Emerson AV N,3753011,MP 2018 113916,04,4/11/2018 10:27:00 PM,4/11/2018 2:13:00 PM,14:13:00,AUTOTH,Motor Vehicle Theft,08,4/11/2018 10:25:45 PM,,45.02398,-93.29437,-10385482.16,5625296.703,FOLWELL,4/12/2018 9:12:52 AM,4/12/2018 8:00:34 PM,5601,-10385482.16,5625296.703
0050XX Beard AV S,3753015,MP 2018 114389,05,4/11/2018 10:48:00 PM,4/11/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,4/11/2018 10:47:12 PM,18770,44.91158635,-93.32394327,-10388773.8439,5607613.2891,FULTON,4/12/2018 8:20:54 AM,4/12/2018 8:00:34 PM,5603,-10388773.8439,5607613.2891
