publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID,x,y
0030XX 13TH AVE S,MP2022133205,3,6/16/2022 12:00:00 AM,1105,6/16/2022 12:00:00 AM,6/16/2022 11:05:00 AM,730,AUTOTH,AUTOMOBILE THEFT,08 ,6/16/2022 12:00:00 AM,,-93.25631,44.94746,-10381244.8870021,5613253.53345264,Powderhorn Park,6/16/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12572,-10381244.887,5613253.5335
0024XX GIRARD AVE S,MP202213325,5,1/20/2022 12:00:00 AM,1128,1/19/2022 12:00:00 AM,1/20/2022 11:28:00 AM,1800,AUTOTH,AUTOMOBILE THEFT,08 ,1/20/2022 12:00:00 AM,,-93.29693,44.95823,-10385766.7645157,5614948.77918454,East Isles,1/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12574,-10385766.7645,5614948.7792
0004XX THEODORE WIRTH PKWY,MP2022133272,UI,6/16/2022 12:00:00 AM,1312,6/16/2022 12:00:00 AM,6/16/2022 1:12:00 PM,1100,TFMV,THEFT FROM MOTR VEHC,07 ,6/17/2022 12:00:00 AM,,-93.32612,44.97752,-10389015.617225,5617983.88960451,,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12576,-10389015.6172,5617983.8896
0035XX HUMBOLDT AVE N,MP2022133290,4,6/16/2022 12:00:00 AM,1210,6/14/2022 12:00:00 AM,6/16/2022 12:10:00 PM,1500,TFMV,THEFT FROM MOTR VEHC,07 ,6/17/2022 12:00:00 AM,,-93.2981,45.01949,-10385896.9616563,5624589.65142399,Folwell,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12577,-10385896.9617,5624589.6514
0025XX COLFAX AVE S,MP202213333,5,1/20/2022 12:00:00 AM,1029,1/20/2022 12:00:00 AM,1/20/2022 10:29:00 AM,1010,TFMV,THEFT FROM MOTR VEHC,07 ,1/21/2022 12:00:00 AM,,-93.29186,44.95643,-10385201.9903515,5614665.64473501,Lowry Hill East,1/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12579,-10385201.9904,5614665.6447
0028XX HUMBOLDT AVE S,MP2022133375,5,6/16/2022 12:00:00 AM,1356,6/15/2022 12:00:00 AM,6/16/2022 1:56:00 PM,1930,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.30081,44.94957,-10386198.7221008,5613586.21407195,East Isles,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12583,-10386198.7221,5613586.2141
0002XX CHICAGO AVE,MP2022133395,1,6/16/2022 12:00:00 AM,1842,6/15/2022 12:00:00 AM,6/16/2022 6:42:00 PM,1800,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.25769,44.97661,-10381398.8602122,5617839.21966824,Downtown East,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12584,-10381398.8602,5617839.2197
0037XX GIRARD AVE N,MP2022133430,4,6/16/2022 12:00:00 AM,1509,6/15/2022 12:00:00 AM,6/16/2022 3:09:00 PM,2200,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.29689,45.02308,-10385762.2117052,5625156.42063513,Folwell,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12587,-10385762.2117,5625156.4206
0007XX 21ST AVE S,MP2022133433,1,6/16/2022 12:00:00 AM,1853,6/15/2022 12:00:00 AM,6/16/2022 6:53:00 PM,1000,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.2425,44.96596,-10379707.5347928,5616163.7820742,Cedar Riverside,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12588,-10379707.5348,5616163.7821
0021XX 9TH ST S,MP202213347,3,1/20/2022 12:00:00 AM,1133,1/11/2022 12:00:00 AM,1/20/2022 11:33:00 AM,0,AUTOTH,AUTOMOBILE THEFT,08 ,1/20/2022 12:00:00 AM,,-93.24171,44.96401,-10379619.1334507,5615857.56746286,Seward,1/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12591,-10379619.1335,5615857.5675
0016XX THOMAS AVE N,MP2022133477,4,6/16/2022 12:00:00 AM,1658,6/4/2022 12:00:00 AM,6/16/2022 4:58:00 PM,1600,AUTOTH,AUTOMOBILE THEFT,08 ,6/16/2022 12:00:00 AM,,-93.31334,44.99608,-10387593.5644975,5620903.96789404,Willard - Hay,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12592,-10387593.5645,5620903.9679
0027XX ALDRICH AVE S,MP202213353,5,1/20/2022 12:00:00 AM,1802,1/20/2022 12:00:00 AM,1/20/2022 6:02:00 PM,1100,AUTOTH,AUTOMOBILE THEFT,08 ,1/21/2022 12:00:00 AM,,-93.28934,44.95285,-10384922.1671792,5614101.40021574,Lowry Hill East,1/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12595,-10384922.1672,5614101.4002
0038XX 45TH ST E,MP2022133531,3,6/16/2022 12:00:00 AM,1800,6/16/2022 12:00:00 AM,6/16/2022 6:00:00 PM,1630,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.21663,44.92154,-10376827.7405236,5609177.61819582,Hiawatha,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12596,-10376827.7405,5609177.6182
0003XX 1ST AVE N,MP2022133534,1,6/16/2022 12:00:00 AM,1832,5/29/2022 12:00:00 AM,6/16/2022 6:32:00 PM,110,TFMV,THEFT FROM MOTR VEHC,07 ,6/17/2022 12:00:00 AM,,-93.27196,44.98165,-10382987.47215,5618633.89907388,Downtown West,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12597,-10382987.4721,5618633.8991
0038XX HIAWATHA AVE,MP2022133592,3,6/16/2022 12:00:00 AM,2143,6/14/2022 12:00:00 AM,6/16/2022 9:43:00 PM,1900,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.22731,44.93232,-10378016.554629,5610872.82534342,Howe,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12601,-10378016.5546,5610872.8253
0019XX 1ST AVE S,MP2022133616,5,6/17/2022 12:00:00 AM,152,6/16/2022 12:00:00 AM,6/17/2022 1:52:00 AM,2108,TFMV,THEFT FROM MOTR VEHC,07 ,6/17/2022 12:00:00 AM,,-93.27658,44.96332,-10383501.4329081,5615748.80760743,Steven's Square - Loring Heights,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12604,-10383501.4329,5615748.8076
0021XX 30TH AVE N,MP202213365,4,1/20/2022 12:00:00 AM,1155,1/20/2022 12:00:00 AM,1/20/2022 11:55:00 AM,1155,AUTOTH,AUTOMOBILE THEFT,08 ,1/20/2022 12:00:00 AM,,-93.30633,45.01142,-10386813.4480023,5623320.2332547,Jordan,1/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12606,-10386813.448,5623320.2333
0028XX EMERSON AVE S,MP2022133769,5,6/17/2022 12:00:00 AM,907,6/17/2022 12:00:00 AM,6/17/2022 9:07:00 AM,317,TFMV,THEFT FROM MOTR VEHC,07 ,6/17/2022 12:00:00 AM,,-93.29444,44.95099,-10385489.1035333,5613809.09662688,Lowry Hill East,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12610,-10385489.1035,5613809.0966
0039XX 36TH AVE S,MP2022133776,3,6/16/2022 12:00:00 AM,2331,6/16/2022 12:00:00 AM,6/16/2022 11:31:00 PM,1800,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.2204,44.93147,-10377247.7783621,5610739.84031414,Howe,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12612,-10377247.7784,5610739.8403
0029XX FRANKLIN AVE E,MP2022133780,3,6/17/2022 12:00:00 AM,39,6/16/2022 12:00:00 AM,6/17/2022 12:39:00 AM,1850,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.229,44.96277,-10378205.0291587,5615662.10529003,Seward,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12613,-10378205.0292,5615662.1053
0029XX CLINTON AVE,MP2022133797,3,6/16/2022 12:00:00 AM,2233,6/16/2022 12:00:00 AM,6/16/2022 10:33:00 PM,1600,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.27158,44.94921,-10382944.3039554,5613529.82970804,Phillips West,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12615,-10382944.304,5613529.8297
0035XX 46TH ST E,MP2022133844,3,6/16/2022 12:00:00 AM,2319,6/16/2022 12:00:00 AM,6/16/2022 11:19:00 PM,1800,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.22103,44.91969,-10377317.8975028,5608886.63928385,Ericsson,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12620,-10377317.8975,5608886.6393
0019XX IRVING AVE S,MP2022133878,1,7/28/2022 12:00:00 AM,2009,7/28/2022 12:00:00 AM,7/28/2022 8:09:00 PM,2009,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.29945,44.96359,-10386047.2056516,5615790.73335622,Loring Park,7/31/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12621,-10386047.2057,5615790.7334
0035XX LYNDALE AVE N,MP202213389,4,1/20/2022 12:00:00 AM,1223,1/20/2022 12:00:00 AM,1/20/2022 12:23:00 PM,1211,AUTOTH,AUTOMOBILE THEFT,08 ,1/21/2022 12:00:00 AM,,-93.28803,45.0194,-10384776.3926454,5624576.66875941,McKinley,1/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12622,-10384776.3926,5624576.6688
0031XX ALDRICH AVE S,MP2022133970,5,6/17/2022 12:00:00 AM,502,6/17/2022 12:00:00 AM,6/17/2022 5:02:00 AM,319,TFMV,THEFT FROM MOTR VEHC,07 ,6/17/2022 12:00:00 AM,,-93.28941,44.94567,-10384929.7718431,5612972.8963263,Lowry Hill East,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12625,-10384929.7718,5612972.8963
0004XX 4TH ST S,MP2022133978,1,6/17/2022 12:00:00 AM,355,6/17/2022 12:00:00 AM,6/17/2022 3:55:00 AM,355,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.27057,44.98012,-10382832.4587539,5618393.03895595,Downtown West,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12628,-10382832.4588,5618393.039
0027XX 2ND AVE S,MP2022134004,5,6/17/2022 12:00:00 AM,700,6/17/2022 12:00:00 AM,6/17/2022 7:00:00 AM,300,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.27408,44.95302,-10383223.3747017,5614127.72999732,Whittier,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12632,-10383223.3747,5614127.73
0007XX 40TH ST E,MP2022134039,3,6/17/2022 12:00:00 AM,800,6/16/2022 12:00:00 AM,6/17/2022 8:00:00 AM,1800,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.26439,44.93055,-10382144.5805649,5610594.48517586,Bryant,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12633,-10382144.5806,5610594.4852
0006XX SUMMER ST NE,MP202213406,2,1/20/2022 12:00:00 AM,1258,1/20/2022 12:00:00 AM,1/20/2022 12:58:00 PM,1255,AUTOTH,AUTOMOBILE THEFT,08 ,1/21/2022 12:00:00 AM,,-93.25562,44.99689,-10381167.6963438,5621031.73991985,St. Anthony East,1/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12634,-10381167.6963,5621031.7399
0029XX STEVENS AVE,MP2022134076,5,6/17/2022 12:00:00 AM,820,6/16/2022 12:00:00 AM,6/17/2022 8:20:00 AM,2100,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.27537,44.95015,-10383366.3069789,5613677.0364866,Whittier,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12636,-10383366.307,5613677.0365
0012XX GLENWOOD AVE,MP2022134123,4,6/17/2022 12:00:00 AM,1138,6/10/2022 12:00:00 AM,6/17/2022 11:38:00 AM,0,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.29634,44.98054,-10385701.3823076,5618457.66500143,Sumner - Glenwood,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12637,-10385701.3823,5618457.665
0021XX CHICAGO AVE,MP2022134140,3,6/17/2022 12:00:00 AM,950,6/17/2022 12:00:00 AM,6/17/2022 9:50:00 AM,400,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.26257,44.96136,-10381941.2914788,5615440.21670984,Ventura Village,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12638,-10381941.2915,5615440.2167
0005XX 35TH ST W,MP2022134158,5,6/17/2022 12:00:00 AM,1207,6/17/2022 12:00:00 AM,6/17/2022 12:07:00 PM,0,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.28626,44.9395,-10384578.4752756,5612002.31355797,Lyndale,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12639,-10384578.4753,5612002.3136
0026XX FREMONT AVE S,MP2022134160,5,6/17/2022 12:00:00 AM,1100,6/17/2022 12:00:00 AM,6/17/2022 11:00:00 AM,100,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.29569,44.95464,-10385628.6321073,5614383.88599326,Lowry Hill East,6/17/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12640,-10385628.6321,5614383.886
0009XX 3RD ST N,MP2022134233,1,6/17/2022 12:00:00 AM,1517,6/16/2022 12:00:00 AM,6/17/2022 3:17:00 PM,1800,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.28132,44.98914,-10384029.5476345,5619811.88926715,North Loop,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12646,-10384029.5476,5619811.8893
0028XX BLOOMINGTON AVE,MP2022134243,3,6/17/2022 12:00:00 AM,1820,6/16/2022 12:00:00 AM,6/17/2022 6:20:00 PM,135,TFMV,THEFT FROM MOTR VEHC,07 ,6/18/2022 12:00:00 AM,,-93.25248,44.95101,-10380818.8522726,5613811.70911293,East Phillips,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12648,-10380818.8523,5613811.7091
0040XX ROSE WAY RD,MP2022134247,5,6/17/2022 12:00:00 AM,1253,6/17/2022 12:00:00 AM,6/17/2022 12:53:00 PM,1157,TFMV,THEFT FROM MOTR VEHC,07 ,6/17/2022 12:00:00 AM,,-93.29582,44.92817,-10385643.0293943,5610220.62875813,East Harriet,6/28/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12650,-10385643.0294,5610220.6288
0037XX 25TH AVE S,MP2022134250,3,6/17/2022 12:00:00 AM,1526,6/15/2022 12:00:00 AM,6/17/2022 3:26:00 PM,1800,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.23592,44.93502,-10378975.4174548,5611296.93169521,Standish,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12651,-10378975.4175,5611296.9317
0029XX PLEASANT AVE,MP2022134265,5,6/17/2022 12:00:00 AM,1317,6/16/2022 12:00:00 AM,6/17/2022 1:17:00 PM,2300,AUTOTH,AUTOMOBILE THEFT,08 ,6/17/2022 12:00:00 AM,,-93.283,44.94955,-10384216.5227954,5613582.36453595,Whittier,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12653,-10384216.5228,5613582.3645
0058XX 27TH AVE S,MP2022134282,3,6/17/2022 12:00:00 AM,1235,11/1/2021 12:00:00 AM,6/17/2022 12:35:00 PM,1200,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.23366,44.89806,-10378723.2668217,5605487.58555032,Wenonah,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12654,-10378723.2668,5605487.5856
0003XX 26TH AVE N,MP2022134314,4,6/17/2022 12:00:00 AM,1300,6/17/2022 12:00:00 AM,6/17/2022 1:00:00 PM,1300,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.28415,45.00591,-10384344.4621105,5622452.12906634,Hawthorne,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12656,-10384344.4621,5622452.1291
0008XX WASHINGTON AVE N,MP2022134316,1,6/17/2022 12:00:00 AM,1311,6/11/2022 12:00:00 AM,6/17/2022 1:11:00 PM,1630,AUTOTH,AUTOMOBILE THEFT,08 ,6/22/2022 12:00:00 AM,,-93.27912,44.98928,-10383784.5792276,5619833.96996012,North Loop,6/22/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12657,-10383784.5792,5619833.97
0027XX 4TH ST SE,MP2022134317,2,6/17/2022 12:00:00 AM,1321,6/17/2022 12:00:00 AM,6/17/2022 1:21:00 PM,15,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.2166,44.97282,-10376824.4737915,5617243.10760679,Prospect Park - East River Road,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12658,-10376824.4738,5617243.1076
0031XX MINNEHAHA AVE,MP2022134380,3,6/17/2022 12:00:00 AM,1519,6/17/2022 12:00:00 AM,6/17/2022 3:19:00 PM,1427,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.23242,44.94586,-10378585.4722109,5613002.48210531,Longfellow,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12661,-10378585.4722,5613002.4821
0027XX 9TH ST S,MP2022134438,3,6/17/2022 12:00:00 AM,1546,6/17/2022 12:00:00 AM,6/17/2022 3:46:00 PM,1546,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.23124,44.96399,-10378454.3642382,5615853.79502348,Seward,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12668,-10378454.3642,5615853.795
0038XX NICOLLET AVE,MP2022134493,5,6/17/2022 12:00:00 AM,1845,6/16/2022 12:00:00 AM,6/17/2022 6:45:00 PM,2330,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.27791,44.93321,-10383649.6393578,5611012.98260921,King Field,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12672,-10383649.6394,5611012.9826
0003XX INDUSTRIAL BLVD,MP2022134520,2,6/17/2022 12:00:00 AM,1920,6/16/2022 12:00:00 AM,6/17/2022 7:20:00 PM,553,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.21072,44.99257,-10376169.9116041,5620351.44270832,Mid - City Industrial,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12674,-10376169.9116,5620351.4427
0038XX 24TH AVE S,MP2022134585,3,6/17/2022 12:00:00 AM,1746,6/17/2022 12:00:00 AM,6/17/2022 5:46:00 PM,900,AUTOTH,AUTOMOBILE THEFT,08 ,6/21/2022 12:00:00 AM,,-93.23719,44.93321,-10379116.8664274,5611013.10393627,Standish,6/21/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12675,-10379116.8664,5611013.1039
0037XX 3RD AVE S,MP2022134590,3,6/17/2022 12:00:00 AM,1843,6/17/2022 12:00:00 AM,6/17/2022 6:43:00 PM,1500,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.27273,44.93504,-10383073.2263958,5611301.21458978,Central,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12676,-10383073.2264,5611301.2146
0013XX 7TH ST SE,MP2022134591,2,6/17/2022 12:00:00 AM,1908,6/16/2022 12:00:00 AM,6/17/2022 7:08:00 PM,740,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.23413,44.98371,-10378775.3537884,5618956.86220444,Marcy Holmes,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12677,-10378775.3538,5618956.8622
0049XX 46TH AVE S,MP2022134618,3,6/17/2022 12:00:00 AM,1820,6/17/2022 12:00:00 AM,6/17/2022 6:20:00 PM,1400,TFMV,THEFT FROM MOTR VEHC,07 ,6/18/2022 12:00:00 AM,,-93.20688,44.91628,-10375742.2449868,5608351.39385141,Hiawatha,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12678,-10375742.245,5608351.3939
0025XX EMERSON AVE S,MP2022134741,5,6/17/2022 12:00:00 AM,2200,6/17/2022 12:00:00 AM,6/17/2022 10:00:00 PM,1700,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.2944,44.95644,-10385485.6493899,5614665.74420454,Lowry Hill East,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12684,-10385485.6494,5614665.7442
0031XX CEDAR AVE S,MP2022134786,3,6/18/2022 12:00:00 AM,126,6/17/2022 12:00:00 AM,6/18/2022 1:26:00 AM,2045,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.2474,44.94565,-10380253.4115648,5612969.2651538,Corcoran,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12685,-10380253.4116,5612969.2652
0006XX 27TH ST E,MP2022134877,3,6/17/2022 12:00:00 AM,2248,6/17/2022 12:00:00 AM,6/17/2022 10:48:00 PM,1700,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.26706,44.95374,-10382441.2367147,5614241.22371552,Phillips West,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12687,-10382441.2367,5614241.2237
0030XX UNIVERSITY AVE SE,MP2022134882,2,6/17/2022 12:00:00 AM,2249,6/17/2022 12:00:00 AM,6/17/2022 10:49:00 PM,1630,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.21334,44.97031,-10376461.3149471,5616849.10045646,Prospect Park - East River Road,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12689,-10376461.3149,5616849.1005
0010XX 15TH AVE SE,MP2022134891,2,6/17/2022 12:00:00 AM,2258,6/17/2022 12:00:00 AM,6/17/2022 10:58:00 PM,1600,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.23076,44.98872,-10378401.0402532,5619746.26411,Como,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12690,-10378401.0403,5619746.2641
0021XX GARFIELD AVE,MP2022135144,5,6/18/2022 12:00:00 AM,520,6/17/2022 12:00:00 AM,6/18/2022 5:20:00 AM,2200,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.28674,44.9618,-10384632.3011105,5615510.43548318,Whittier,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12706,-10384632.3011,5615510.4355
0030XX COLFAX AVE N,MP2022135189,4,6/18/2022 12:00:00 AM,930,6/17/2022 12:00:00 AM,6/18/2022 9:30:00 AM,1845,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.29161,45.01178,-10385174.6203796,5623376.9647442,Hawthorne,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12713,-10385174.6204,5623376.9647
0024XX 3RD AVE S,MP2022135216,5,6/18/2022 12:00:00 AM,1033,6/18/2022 12:00:00 AM,6/18/2022 10:33:00 AM,30,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.27275,44.95826,-10383075.5398965,5614953.18160862,Whittier,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12715,-10383075.5399,5614953.1816
0005XX 61ST ST E,MP2022135238,3,6/18/2022 12:00:00 AM,955,6/18/2022 12:00:00 AM,6/18/2022 9:55:00 AM,730,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.26846,44.89251,-10382597.1306637,5604615.08734525,Diamond Lake,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12717,-10382597.1307,5604615.0873
0022XX COLE AVE SE,MP2022135251,2,6/18/2022 12:00:00 AM,1021,6/17/2022 12:00:00 AM,6/18/2022 10:21:00 AM,2300,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.22091,44.98715,-10377304.2938096,5619498.07271087,Como,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12718,-10377304.2938,5619498.0727
0023XX LYNDALE AVE S,MP2022135278,5,6/18/2022 12:00:00 AM,1101,6/18/2022 12:00:00 AM,6/18/2022 11:01:00 AM,450,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.28802,44.96002,-10384774.5663658,5615229.70717379,Whittier,6/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12720,-10384774.5664,5615229.7072
0035XX 3RD AVE S,MP2022135288,3,6/18/2022 12:00:00 AM,1414,6/17/2022 12:00:00 AM,6/18/2022 2:14:00 PM,2200,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.27276,44.93865,-10383076.3701183,5611868.24697598,Central,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12721,-10383076.3701,5611868.247
0061XX CLINTON AVE,MP2022135292,3,6/18/2022 12:00:00 AM,1123,6/17/2022 12:00:00 AM,6/18/2022 11:23:00 AM,2000,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.27168,44.89175,-10382956.1157201,5604495.09166116,Diamond Lake,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12722,-10382956.1157,5604495.0917
0026XX 2ND AVE S,MP2022135315,5,6/18/2022 12:00:00 AM,1144,6/18/2022 12:00:00 AM,6/18/2022 11:44:00 AM,600,AUTOTH,AUTOMOBILE THEFT,08 ,6/18/2022 12:00:00 AM,,-93.27406,44.95463,-10383221.2419601,5614381.59224994,Whittier,6/18/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12724,-10383221.242,5614381.5922
0033XX MINNEHAHA AVE,MP2022135321,3,6/18/2022 12:00:00 AM,1430,6/17/2022 12:00:00 AM,6/18/2022 2:30:00 PM,1900,AUTOTH,AUTOMOBILE THEFT,08 ,6/19/2022 12:00:00 AM,,-93.23015,44.94274,-10378332.441621,5612511.517749,Longfellow,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12725,-10378332.4416,5612511.5177
0008XX WEEKS AVE SE,MP2022135329,2,6/18/2022 12:00:00 AM,1301,6/15/2022 12:00:00 AM,6/18/2022 1:01:00 PM,800,TFMV,THEFT FROM MOTR VEHC,07 ,6/19/2022 12:00:00 AM,,-93.21595,44.98606,-10376752.6250621,5619326.85770097,Como,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12726,-10376752.6251,5619326.8577
0004XX MAIN ST NE,MP2022135339,2,6/18/2022 12:00:00 AM,1240,6/17/2022 12:00:00 AM,6/18/2022 12:40:00 PM,1030,TFMV,THEFT FROM MOTR VEHC,07 ,6/18/2022 12:00:00 AM,,-93.2633,44.99245,-10382023.373108,5620332.72534093,St. Anthony West,6/19/2022 12:00:00 AM,12/1/2022 7:08:47 AM,12727,-10382023.3731,5620332.7253
